movie_name,budget,revenue,genre,actors_y,directors_y
Love Actually,"$40,000,000","$244,931,766","Comedy, Romance, Drama","Keira Knightley, Heike Makatsch, Emma Thompson",Richard Curtis
A Bug's Life,"$120,000,000","$363,258,859","Adventure, Animation, Comedy, Family","Kevin Spacey, Julia Louis-Dreyfus, Hayden Panettiere",Andrew Stanton
From Hell,"$35,000,000","$74,558,115","Horror, Mystery, Thriller","Johnny Depp, Heather Graham, Ian Holm",Albert Hughes
The Specialist,"$45,000,000","$170,362,582","Action, Thriller","Sylvester Stallone, Sharon Stone, James Woods",Luis Llosa
Tin Cup,"$45,000,000","$53,854,588","Comedy, Drama, Romance","Kevin Costner, Don Johnson, Cheech Marin",Ron Shelton
"Yours, Mine and Ours",$0,$0,"Comedy, Drama, Family","Lucille Ball, Henry Fonda, Van Johnson",Melville Shavelson
Kicking & Screaming,"$45,000,000","$56,070,433","Romance, Comedy, Family","Will Ferrell, Robert Duvall, Kate Walsh",Jesse Dylan
The Hitchhiker's Guide to the Galaxy,"$50,000,000","$104,478,416","Adventure, Comedy, Family, Science Fiction","Martin Freeman, Zooey Deschanel, Sam Rockwell",Garth Jennings
Fat Albert,$0,$0,"Comedy, Drama, Family","Kenan Thompson, Shedrack Anderson III, Jermaine Williams",Joel Zwick
Resident Evil: Extinction,"$45,000,000","$148,412,065","Horror, Action, Science Fiction","Milla Jovovich, Oded Fehr, Ali Larter",Russell Mulcahy
Blended,"$40,000,000","$123,494,610",Comedy,"Drew Barrymore, Adam Sandler, Wendi McLendon-Covey",Frank Coraci
Last Holiday,"$45,000,000","$38,399,961","Adventure, Comedy, Drama","Queen Latifah, LL Cool J, Timothy Hutton",Wayne Wang
The River Wild,"$45,000,000",$0,"Action, Adventure, Crime, Thriller","Meryl Streep, David Strathairn, Kevin Bacon",Curtis Hanson
The Indian in the Cupboard,"$45,000,000",$0,"Adventure, Family, Fantasy","Hal Scardino, Litefoot, Lindsay Crouse",Frank Oz
Savages,"$45,000,000","$82,966,152","Crime, Drama, Thriller","Blake Lively, Taylor Kitsch, Aaron Taylor-Johnson",Oliver Stone
Cellular,"$25,000,000","$56,422,687","Action, Adventure, Crime, Thriller","Chris Evans, Kim Basinger, Jason Statham",David R. Ellis
Johnny English,"$40,000,000","$160,583,018","Adventure, Action, Comedy","Rowan Atkinson, John Malkovich, Natalie Imbruglia",Peter Howitt
The Ant Bully,"$50,000,000","$55,181,129","Fantasy, Adventure, Animation, Comedy, Family","Julia Roberts, Meryl Streep, Nicolas Cage",John A. Davis
Dune,"$40,000,000","$30,925,690","Action, Science Fiction, Adventure","Kyle MacLachlan, Francesca Annis, Leonardo Cimino",David Lynch
Across the Universe,$0,$0,"Adventure, Drama, Music, Romance","Evan Rachel Wood, Jim Sturgess, Joe Anderson",Julie Taymor
Revolutionary Road,"$35,000,000","$75,225,693","Drama, Romance","Leonardo DiCaprio, Kate Winslet, Michael Shannon",Sam Mendes
16 Blocks,"$55,000,000","$65,664,721","Action, Adventure, Crime, Thriller","Bruce Willis, Yasiin Bey, David Morse",Richard Donner
Babylon A.D.,"$70,000,000","$72,108,608","Action, Adventure, Science Fiction, Thriller","Vin Diesel, Michelle Yeoh, Mélanie Thierry",Mathieu Kassovitz
The Glimmer Man,"$45,000,000",$0,"Action, Adventure, Crime, Drama, Thriller","Steven Seagal, Keenen Ivory Wayans, Bob Gunton",John Gray
Multiplicity,"$45,000,000",$0,"Comedy, Fantasy, Science Fiction","Michael Keaton, Andie MacDowell, Harris Yulin",Harold Ramis
Aliens in the Attic,"$45,000,000","$57,881,056","Adventure, Comedy, Family, Fantasy, Science Fiction","Carter Jenkins, Austin Butler, Kevin Nealon",John Schultz
The Pledge,"$35,000,000","$29,400,000","Crime, Drama, Mystery, Thriller","Jack Nicholson, Aaron Eckhart, Helen Mirren",Sean Penn
The Producers,"$45,000,000","$38,058,335","Comedy, Music","Matthew Broderick, Uma Thurman, Will Ferrell",Susan Stroman
The Phantom,"$45,000,000","$17,300,889","Adventure, Action","Billy Zane, Kristy Swanson, Treat Williams",Simon Wincer
All the Pretty Horses,"$57,000,000",$0,"Drama, Romance, Western","Matt Damon, Henry Thomas, Penélope Cruz",Billy Bob Thornton
Nixon,"$44,000,000","$13,681,765","History, Drama","Anthony Hopkins, Joan Allen, Powers Boothe",Oliver Stone
The Ghost Writer,"$45,000,000","$60,222,298","Thriller, Mystery","Ewan McGregor, Pierce Brosnan, Jon Bernthal",Roman Polanski
Deep Rising,"$45,000,000","$11,203,026","Adventure, Action, Horror, Science Fiction","Treat Williams, Famke Janssen, Anthony Heald",Stephen Sommers
Miracle at St. Anna,"$45,000,000","$9,323,833","Drama, War","Derek Luke, Michael Ealy, Laz Alonso",Spike Lee
Curse of the Golden Flower,$110,$0,"Action, Drama, Fantasy","Chow Yun-fat, Gong Li, Jay Chou",Zhang Yimou
Bangkok Dangerous,"$45,000,000","$42,487,390","Action, Crime, Thriller","Nicolas Cage, Shahkrit Yamnarm, Charlie Yeung",Danny Pang
Big Trouble,"$40,000,000","$8,493,890","Action, Comedy, Thriller","Tim Allen, Rene Russo, Patrick Warburton",Barry Sonnenfeld
Love in the Time of Cholera,"$45,000,000","$4,607,608","Drama, Romance","Javier Bardem, Unax Ugalde, Benjamin Bratt",Mike Newell
Shadow Conspiracy,"$45,000,000","$2,154,540","Action, Thriller","Charlie Sheen, Donald Sutherland, Linda Hamilton",George P. Cosmatos
Johnny English Reborn,"$45,000,000","$160,078,586","Crime, Adventure, Action, Comedy, Thriller","Rowan Atkinson, Dominic West, Gillian Anderson",Oliver Parker
Foodfight!,"$65,000,000","$73,706","Animation, Action, Comedy, Family","Charlie Sheen, Wayne Brady, Hilary Duff",Lawrence Kasanoff
Argo,"$44,500,000","$232,324,128","Drama, Thriller","Ben Affleck, Bryan Cranston, Alan Arkin",Ben Affleck
The Fugitive,"$44,000,000","$368,875,760","Adventure, Action, Thriller, Crime, Mystery","Harrison Ford, Tommy Lee Jones, Sela Ward",Andrew Davis
The Bounty Hunter,"$40,000,000","$136,000,000",Action,"Gerard Butler, Jennifer Aniston, Gio Perez",Andy Tennant
Sleepers,"$44,000,000","$165,615,285","Crime, Drama, Thriller","Robert De Niro, Brad Pitt, Kevin Bacon",Barry Levinson
Rambo: First Blood Part II,"$44,000,000","$300,400,432","Action, Adventure, Thriller, War","Sylvester Stallone, Richard Crenna, Charles Napier",George P. Cosmatos
The Juror,"$44,000,000",$0,"Drama, Thriller","Demi Moore, Alec Baldwin, Joseph Gordon-Levitt",Brian Gibson
Pinocchio,"$2,600,000","$84,300,000","Animation, Family","Mel Blanc, Don Brodie, Walter Catlett",Ben Sharpsteen
Heaven's Gate,"$44,000,000","$3,484,331","Action, Drama, History, Western","Kris Kristofferson, Christopher Walken, John Hurt",Michael Cimino
Underworld: Evolution,"$50,000,000","$111,340,801","Fantasy, Action, Science Fiction, Thriller","Kate Beckinsale, Scott Speedman, Tony Curran",Len Wiseman
Victor Frankenstein,"$40,000,000","$34,227,298","Drama, Science Fiction, Thriller","James McAvoy, Daniel Radcliffe, Jessica Brown Findlay",Paul McGuigan
Finding Forrester,"$43,000,000","$80,049,764",Drama,"Sean Connery, Rob Brown, F. Murray Abraham",Gus Van Sant
28 Days,"$43,000,000",$0,"Comedy, Drama","Sandra Bullock, Viggo Mortensen, Dominic West",Betty Thomas
Unleashed,"$45,000,000","$50,871,113","Action, Crime","Jet Li, Morgan Freeman, Bob Hoskins",Louis Leterrier
The Sweetest Thing,"$43,000,000","$68,696,770","Romance, Comedy","Cameron Diaz, Christina Applegate, Thomas Jane",Roger Kumble
The Firm,"$42,000,000","$270,248,367","Drama, Mystery, Thriller","Tom Cruise, Jeanne Tripplehorn, Gene Hackman",Sydney Pollack
Charlie St. Cloud,"$44,000,000","$48,190,704",Drama,"Zac Efron, Amanda Crew, Charlie Tahan",Burr Steers
The Mechanic,"$40,000,000","$51,070,807","Action, Thriller, Crime","Jason Statham, Ben Foster, Donald Sutherland",Simon West
21 Jump Street,"$42,000,000","$201,585,328","Action, Comedy, Crime","Channing Tatum, Jonah Hill, Brie Larson",Phil Lord
Notting Hill,"$42,000,000","$363,889,678","Romance, Comedy, Drama","Julia Roberts, Hugh Grant, Gina McKee",Roger Michell
Chicken Run,"$45,000,000","$224,834,564","Animation, Comedy, Family","Mel Gibson, Miranda Richardson, Timothy Spall",Nick Park
Along Came Polly,"$42,000,000","$171,963,386","Comedy, Romance","Ben Stiller, Jennifer Aniston, Philip Seymour Hoffman",John Hamburg
Boomerang,"$40,000,000","$70,100,000","Comedy, Romance","Eddie Murphy, Robin Givens, Halle Berry",Reginald Hudlin
The Heat,"$43,000,000","$158,674,180","Action, Comedy, Crime","Sandra Bullock, Melissa McCarthy, Demián Bichir",Paul Feig
Cleopatra,"$31,115,000","$71,000,000","Drama, History, Romance","Elizabeth Taylor, Richard Burton, Rex Harrison",Joseph L. Mankiewicz
Here Comes the Boom,$0,"$73,100,172",Comedy,"Salma Hayek, Kevin James, Henry Winkler",Frank Coraci
High Crimes,"$42,000,000","$63,781,810","Drama, Mystery, Thriller, Crime","Ashley Judd, Morgan Freeman, Jim Caviezel",Carl Franklin
The Mirror Has Two Faces,"$42,000,000",$0,"Comedy, Drama, Romance","Barbra Streisand, Jeff Bridges, Lauren Bacall",Barbra Streisand
The Mothman Prophecies,"$32,000,000","$55,157,539","Drama, Horror, Mystery","Richard Gere, Laura Linney, Will Patton",Mark Pellington
Brüno,"$42,000,000",$0,Comedy,"Sacha Baron Cohen, Richard Bey, Ron Paul",Larry Charles
Licence to Kill,"$32,000,000","$156,167,015","Adventure, Action, Thriller","Timothy Dalton, Carey Lowell, Robert Davi",John Glen
Red Riding Hood,"$42,000,000","$89,162,162","Fantasy, Thriller, Horror","Amanda Seyfried, Gary Oldman, Billy Burke",Catherine Hardwicke
15 Minutes,"$60,000,000","$56,359,980","Action, Crime, Thriller","Robert De Niro, Charlize Theron, Edward Burns",John Herzfeld
Super Mario Bros.,"$48,000,000","$20,915,465","Adventure, Comedy, Family, Fantasy","Bob Hoskins, John Leguizamo, Dennis Hopper",Annabel Jankel
Lord of War,"$42,000,000","$24,127,895","Crime, Drama, Thriller","Nicolas Cage, Bridget Moynahan, Jared Leto",Andrew Niccol
Hero,"$31,000,000","$177,394,432","Drama, Adventure, Action, History","Jet Li, Tony Leung Chiu-Wai, Maggie Cheung",Zhang Yimou
One for the Money,"$40,000,000","$36,893,721","Action, Comedy, Crime","Katherine Heigl, Jason O'Mara, Daniel Sunjata",Julie Anne Robinson
The Interview,"$44,000,000","$12,342,632","Action, Comedy","James Franco, Seth Rogen, Lizzy Caplan",Seth Rogen
The Warrior's Way,"$42,000,000","$11,087,569","Adventure, Fantasy, Action, Western, Thriller","Kate Bosworth, Jang Dong-gun, Geoffrey Rush",Sngmoo Lee
Micmacs,"$33,000,000","$14,000,000","Action, Comedy, Crime","Dany Boon, Dominique Pinon, André Dussollier",Jean-Pierre Jeunet
8 Mile,"$41,000,000","$215,000,000",Drama,"Eminem, Mekhi Phifer, Brittany Murphy",Curtis Hanson
Why I Did (Not) Eat My Father,$0,$0,"Adventure, Comedy, Animation","Jamel Debbouze, Arié Elmaleh, Mélissa Theuriau",Jamel Debbouze
A Knight's Tale,"$65,000,000","$117,487,473","Adventure, Drama, Romance, Action","Heath Ledger, Rufus Sewell, Shannyn Sossamon",Brian Helgeland
The Medallion,"$41,000,000",$0,"Thriller, Fantasy, Action, Comedy","Jackie Chan, Lee Evans, Claire Forlani",Gordon Chan
The Sixth Sense,"$40,000,000","$672,806,292","Mystery, Thriller, Drama","Bruce Willis, Toni Collette, Olivia Williams",M. Night Shyamalan
Man on a Ledge,"$42,000,000","$46,221,189","Action, Thriller, Crime","Sam Worthington, Elizabeth Banks, Jamie Bell",Asger Leth
The Big Year,"$41,000,000","$7,448,385",Comedy,"Owen Wilson, Steve Martin, Jack Black",David Frankel
The Karate Kid,"$8,000,000","$90,815,558",Drama,"Ralph Macchio, Pat Morita, William Zabka",John G. Avildsen
American Hustle,"$40,000,000","$251,171,807","Drama, Crime","Christian Bale, Bradley Cooper, Amy Adams",David O. Russell
The Proposal,"$40,000,000","$317,375,031","Comedy, Romance, Drama","Sandra Bullock, Ryan Reynolds, Mary Steenburgen",Anne Fletcher
Double Jeopardy,"$70,000,000","$177,841,558","Crime, Drama, Mystery, Thriller","Tommy Lee Jones, Ashley Judd, Bruce Greenwood",Bruce Beresford
Back to the Future Part II,"$40,000,000","$332,000,000","Adventure, Comedy, Family, Science Fiction","Michael J. Fox, Christopher Lloyd, Lea Thompson",Robert Zemeckis
Lucy,"$40,000,000","$126,546,825","Action, Science Fiction","Scarlett Johansson, Morgan Freeman, Choi Min-sik",Luc Besson
Fifty Shades of Grey,"$40,000,000","$571,006,128","Drama, Romance, Thriller","Dakota Johnson, Jamie Dornan, Jennifer Ehle",Sam Taylor-Johnson
Spy Kids 3-D: Game Over,"$38,000,000","$197,011,982","Action, Adventure, Comedy, Family, Science Fiction","Antonio Banderas, Carla Gugino, Alexa PenaVega",Robert Rodriguez
A Time to Kill,"$40,000,000","$152,266,007","Crime, Drama, Thriller","Matthew McConaughey, Sandra Bullock, Samuel L. Jackson",Joel Schumacher
Cheaper by the Dozen,"$40,000,000","$190,212,113",Comedy,"Steve Martin, Bonnie Hunt, Piper Perabo",Shawn Levy
Lone Survivor,"$40,000,000","$149,295,601","Action, Drama, Thriller, War","Mark Wahlberg, Taylor Kitsch, Emile Hirsch",Peter Berg
A League of Their Own,"$40,000,000","$107,458,785",Comedy,"Tom Hanks, Geena Davis, Madonna",Penny Marshall
The Conjuring 2,"$40,000,000","$320,170,008",Horror,"Patrick Wilson, Vera Farmiga, Madison Wolfe",James Wan
The Social Network,"$40,000,000","$224,920,315",Drama,"Jesse Eisenberg, Andrew Garfield, Justin Timberlake",David Fincher
He's Just Not That Into You,"$40,000,000","$177,259,441","Comedy, Romance, Drama","Ben Affleck, Jennifer Aniston, Drew Barrymore",Ken Kwapis
Scary Movie 4,"$45,000,000","$178,262,620",Comedy,"Anna Faris, Regina Hall, Craig Bierko",David Zucker
Scream 3,"$40,000,000","$161,834,276","Horror, Mystery","David Arquette, Neve Campbell, Courteney Cox",Wes Craven
Back to the Future Part III,"$40,000,000","$244,527,583","Adventure, Comedy, Family, Science Fiction","Michael J. Fox, Christopher Lloyd, Mary Steenburgen",Robert Zemeckis
Get Hard,"$40,000,000","$111,811,453",Comedy,"Will Ferrell, Kevin Hart, Alison Brie",Etan Cohen
Dracula,"$40,000,000","$215,862,692","Romance, Horror","Gary Oldman, Winona Ryder, Anthony Hopkins",Francis Ford Coppola
Julie & Julia,"$40,000,000","$129,540,499","Romance, Drama","Meryl Streep, Amy Adams, Stanley Tucci",Nora Ephron
42,"$40,000,000","$95,020,213",Drama,"Chadwick Boseman, T.R. Knight, Harrison Ford",Brian Helgeland
The Talented Mr. Ripley,"$40,000,000","$128,798,265","Thriller, Crime, Drama","Matt Damon, Gwyneth Paltrow, Jude Law",Anthony Minghella
Dumb and Dumber To,"$40,000,000","$169,837,010",Comedy,"Jim Carrey, Jeff Daniels, Rachel Melvin",Bobby Farrelly
Eight Below,"$40,000,000","$120,455,994","Adventure, Drama, Family","Paul Walker, Bruce Greenwood, Moon Bloodgood",Frank Marshall
The Intern,"$35,000,000","$194,564,672",Comedy,"Robert De Niro, Anne Hathaway, Rene Russo",Nancy Meyers
Ride Along 2,"$40,000,000","$124,827,316","Action, Comedy","Kevin Hart, Ice Cube, Olivia Munn",Tim Story
The Last of the Mohicans,"$40,000,000","$75,505,856","Action, Adventure, Drama, History, Romance, War","Daniel Day-Lewis, Madeleine Stowe, Russell Means",Michael Mann
Ray,"$40,000,000","$124,731,534","Drama, Music","Jamie Foxx, Kerry Washington, Regina King",Taylor Hackford
Sin City,"$40,000,000","$158,733,820","Action, Thriller, Crime","Jessica Alba, Devon Aoki, Clive Owen",Robert Rodriguez
Vantage Point,"$40,000,000","$151,161,491","Drama, Action, Thriller, Crime","Dennis Quaid, Matthew Fox, Forest Whitaker",Pete Travis
"I Love You, Man","$41,000,000","$91,636,986",Comedy,"Paul Rudd, Jason Segel, Rashida Jones",John Hamburg
Shallow Hal,"$40,000,000","$141,069,860","Comedy, Romance","Gwyneth Paltrow, Jack Black, Jason Alexander",Bobby Farrelly
JFK,"$40,000,000","$205,405,498","Drama, Thriller, History","Kevin Costner, Tommy Lee Jones, Gary Oldman",Oliver Stone
Big Momma's House 2,"$40,000,000","$138,259,062","Comedy, Crime","Martin Lawrence, Nia Long, Emily Procter",John Whitesell
The Mexican,"$57,000,000","$147,845,033","Action, Comedy, Crime, Romance","Brad Pitt, Julia Roberts, James Gandolfini",Gore Verbinski
17 Again,"$20,000,000","$136,267,476",Comedy,"Zac Efron, Leslie Mann, Matthew Perry",Burr Steers
The Other Woman,"$40,000,000","$196,781,193","Comedy, Romance","Cameron Diaz, Leslie Mann, Kate Upton",Nick Cassavetes
The Final Destination,"$40,000,000","$186,167,139","Horror, Mystery","Bobby Campo, Shantel VanSanten, Nick Zano",David R. Ellis
Bridge of Spies,"$40,000,000","$165,478,348","Thriller, Drama","Tom Hanks, Mark Rylance, Amy Ryan",Steven Spielberg
Behind Enemy Lines,"$40,000,000","$91,753,202","Action, Drama, Thriller, War","Owen Wilson, Gene Hackman, Gabriel Macht",John Moore
Get Him to the Greek,"$40,000,000","$90,029,656",Comedy,"Jonah Hill, Russell Brand, Rose Byrne",Nicholas Stoller
Shall We Dance?,"$50,000,000","$170,128,460","Drama, Romance, Comedy","Richard Gere, Jennifer Lopez, Susan Sarandon",Peter Chelsom
Small Soldiers,"$40,000,000","$54,682,547","Comedy, Adventure, Fantasy, Science Fiction, Action","Gregory Smith, Kirsten Dunst, Denis Leary",Joe Dante
Spawn,"$40,000,000","$87,840,042","Action, Adventure, Fantasy, Horror, Science Fiction, Thriller","Michael Jai White, Martin Sheen, John Leguizamo",Mark A.Z. Dippé
The Count of Monte Cristo,"$35,000,000","$75,395,048","Action, Adventure, Drama, Thriller","Jim Caviezel, Guy Pearce, Richard Harris",Kevin Reynolds
The Lincoln Lawyer,"$40,000,000","$85,412,898","Crime, Drama, Thriller","Matthew McConaughey, Marisa Tomei, Ryan Phillippe",Brad Furman
Unknown,"$30,000,000","$130,786,397","Action, Mystery, Thriller","Liam Neeson, Diane Kruger, January Jones",Jaume Collet-Serra
The Prestige,"$40,000,000","$109,676,311","Drama, Mystery, Thriller","Hugh Jackman, Christian Bale, Michael Caine",Christopher Nolan
Horrible Bosses 2,"$42,000,000","$107,670,357",Comedy,"Jason Bateman, Jason Sudeikis, Charlie Day",Sean Anders
Escape from Planet Earth,"$40,000,000","$74,597,643","Animation, Comedy, Adventure, Family, Science Fiction","Brendan Fraser, Rob Corddry, Ricky Gervais",Callan Brunker
Apocalypto,"$40,000,000","$120,175,290","Action, Adventure, Drama, Thriller","Rudy Youngblood, Raoul Max Trujillo, Gerardo Taracena",Mel Gibson
The Living Daylights,"$40,000,000","$191,185,897","Action, Adventure, Thriller","Timothy Dalton, Maryam d'Abo, Jeroen Krabbé",John Glen
Predators,"$40,000,000","$126,248,813","Action, Science Fiction, Adventure, Thriller","Topher Grace, Alice Braga, Laurence Fishburne",Nimród Antal
Legal Eagles,$0,$0,"Comedy, Crime, Drama, Romance, Thriller","Robert Redford, Debra Winger, Daryl Hannah",Ivan Reitman
Secret Window,"$40,000,000","$92,913,171","Thriller, Mystery","Johnny Depp, John Turturro, Timothy Hutton",David Koepp
The Lake House,"$40,000,000","$114,830,111","Romance, Drama, Mystery","Keanu Reeves, Sandra Bullock, Shohreh Aghdashloo",Alejandro Agresti
The Skeleton Key,"$43,000,000","$91,974,818","Drama, Horror, Mystery, Thriller","Kate Hudson, Gena Rowlands, Peter Sarsgaard",Iain Softley
The Odd Life of Timothy Green,$0,"$51,854,875","Fantasy, Drama, Comedy, Family","Jennifer Garner, Joel Edgerton, Ron Livingston",Peter Hedges
Made of Honor,"$40,000,000","$84,601,681","Comedy, Romance","Patrick Dempsey, Michelle Monaghan, Kevin McKidd",Paul Weiland
